customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID_1466,Female,0,Yes,Yes,58,Yes,No,No,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,105.16,2656.05,No
ID_1467,Female,0,Yes,Yes,63,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),101.35,4887.08,No
ID_1468,Female,0,No,No,52,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.56,1939.78,No
ID_1469,Male,0,No,No,24,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,34.59,8225.08,No
ID_1470,Male,0,No,Yes,72,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,66.01,7187.3,Yes
ID_1471,Female,1,No,No,9,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),44.36,8357.55,No
ID_1472,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),23.49,1639.84,Yes
ID_1473,Female,0,Yes,No,53,No,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),46.34,7330.05,No
ID_1474,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,65.4,4874.24,No
ID_1475,Female,1,Yes,No,21,No,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),29.58,2835.18,No
ID_1476,Male,0,Yes,Yes,40,No,Yes,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,113.16,4175.56,Yes
ID_1477,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),84.19,8202.83,No
ID_1478,Female,0,No,Yes,70,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,31.95,6010.93,No
ID_1479,Female,0,No,Yes,69,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,99.86,3137.83,No
ID_1480,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,111.52,8683.93,No
ID_1481,Male,1,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),44.66,3015.01,Yes
ID_1482,Female,1,No,Yes,50,Yes,No phone service,No,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,32.65,7070.5,No
ID_1483,Male,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.66,6816.21,Yes
ID_1484,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,101.89,6283.68,No
ID_1485,Male,1,No,Yes,72,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,35.85,5820.13,Yes
ID_1486,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,96.57,960.49,Yes
ID_1487,Male,1,Yes,Yes,57,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,90.23,8641.09,No
ID_1488,Male,0,No,Yes,48,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,83.71,1414.4,Yes
ID_1489,Male,0,No,No,44,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.8,5184.9,No
ID_1490,Male,0,Yes,Yes,45,No,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.11,2177.91,No
ID_1491,Male,0,No,Yes,33,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,26.82,1481.43,No
ID_1492,Male,0,No,Yes,31,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.16,4867.13,No
ID_1493,Female,0,No,Yes,47,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,One year,No,Electronic check,78.74,7266.56,No
ID_1494,Female,0,No,No,6,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.52,3285.41,Yes
ID_1495,Male,0,No,Yes,72,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),101.98,687.55,No
ID_1496,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,21.49,5424.29,No
ID_1497,Female,1,Yes,Yes,34,No,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.21,6660.68,Yes
ID_1498,Male,1,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),103.52,2584.67,No
ID_1499,Male,0,Yes,No,14,Yes,No,No,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,112.65,6003.45,No
ID_1500,Male,0,No,Yes,16,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),23.86,675.6,No
ID_1501,Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,88.73,3150.94,Yes
ID_1502,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Electronic check,55.01,4127.62,No
ID_1503,Male,1,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),54.86,6795.3,No
ID_1504,Male,0,Yes,Yes,19,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.84,2949.14,Yes
ID_1505,Male,0,Yes,No,41,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),99.68,3950.56,No
ID_1506,Female,1,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),45.87,5464.12,No
ID_1507,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,89.14,5427.08,No
ID_1508,Female,1,No,No,70,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),82.16,4505.71,No
ID_1509,Female,1,No,Yes,59,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),70.24,2865.36,No
ID_1510,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Bank transfer (automatic),78.79,5824.37,No
ID_1511,Male,1,Yes,No,24,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),20.06,7273.58,Yes
ID_1512,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18.66,1351.75,No
ID_1513,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,73.57,2969.24,No
ID_1514,Female,0,No,Yes,6,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,70.92,5814.17,No
ID_1515,Female,1,Yes,Yes,37,Yes,No,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),25.42,6568.35,No
ID_1516,Male,0,No,No,4,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.7,6790.93,No
ID_1517,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.38,5680.06,No
ID_1518,Female,0,Yes,No,41,Yes,No,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,72.64,4163.49,No
ID_1519,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,70.27,5615.3,No
ID_1520,Female,0,No,Yes,71,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.4,1189.1,No
ID_1521,Male,0,No,Yes,51,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),35.52,1819.26,No
ID_1522,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,64.23,8056.78,No
ID_1523,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),33.13,8010.33,No
ID_1524,Male,0,No,Yes,30,No,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),70.9,6291.98,No
ID_1525,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,77.74,2852.99,No
ID_1526,Male,0,No,Yes,30,Yes,Yes,No,Yes,No,No,No,No,No,One year,No,Electronic check,30.48,5641.65,Yes
ID_1527,Male,1,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,25.84,5979.2,No
ID_1528,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Mailed check,35.01,4482.79,Yes
ID_1529,Female,1,Yes,No,27,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,No,Electronic check,77.18,6505.52,No
ID_1530,Female,0,Yes,Yes,24,Yes,No phone service,No,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,37.31,276.1,No
ID_1531,Female,0,Yes,No,39,Yes,No,No,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,45.91,2239.21,No
ID_1532,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.86,6903.51,Yes
ID_1533,Male,0,Yes,Yes,18,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),43.21,8153.58,Yes
ID_1534,Male,0,No,Yes,45,No,Yes,No,No,No,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),58.2,7610.98,No
ID_1535,Female,0,No,Yes,12,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,111.6,6227.93,No
ID_1536,Male,0,Yes,Yes,49,Yes,No,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),101.16,1453.0,No
ID_1537,Female,0,No,No,31,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,One year,No,Electronic check,43.92,3214.12,No
ID_1538,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,78.31,453.94,No
ID_1539,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),85.16,5563.84,No
ID_1540,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Electronic check,108.72,3917.31,Yes
ID_1541,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,73.27,4984.52,No
ID_1542,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,74.66,8505.87,No
ID_1543,Male,0,Yes,Yes,7,Yes,Yes,No,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),107.54,3504.72,No
ID_1544,Female,0,Yes,Yes,6,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,23.72,2676.75,No
ID_1545,Female,0,No,Yes,24,No,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.38,1323.94,Yes
ID_1546,Female,0,Yes,Yes,19,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),60.12,1263.32,No
ID_1547,Male,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,109.68,4512.76,No
ID_1548,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.78,6511.61,No
ID_1549,Female,0,No,Yes,40,Yes,No phone service,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,35.36,4910.43,No
ID_1550,Male,0,No,Yes,24,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,46.54,7586.75,No
ID_1551,Male,0,Yes,Yes,48,No,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,45.73,2756.15,No
ID_1552,Male,0,Yes,Yes,63,Yes,No phone service,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,28.36,5175.47,No
ID_1553,Female,1,No,Yes,69,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,66.79,5749.12,Yes
ID_1554,Female,0,Yes,No,53,No,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,69.81,2451.26,No
ID_1555,Male,1,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,75.83,3453.17,No
ID_1556,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,84.88,5139.88,No
ID_1557,Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24.57,200.19,Yes
ID_1558,Male,0,No,No,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.81,7702.17,Yes
ID_1559,Male,0,No,No,29,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),110.09,981.28,No
ID_1560,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),63.98,430.94,No
ID_1561,Female,0,Yes,Yes,7,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,28.97,1882.3,No
ID_1562,Female,0,No,Yes,37,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,26.89,4371.89,No
ID_1563,Female,0,Yes,Yes,53,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,46.57,2867.29,No
ID_1564,Male,0,Yes,Yes,18,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),93.88,3833.1,No
ID_1565,Male,0,No,Yes,38,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),44.48,749.09,No
ID_1566,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,100.09,2038.88,No
ID_1567,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.63,865.13,No
ID_1568,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.19,2009.44,Yes
ID_1569,Female,1,No,Yes,44,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,48.48,6113.68,No
ID_1570,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.32,5004.27,No
ID_1571,Female,1,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),99.71,2912.99,No
ID_1572,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,24.74,2282.6,No
ID_1573,Female,0,No,No,52,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),114.07,8663.38,Yes
ID_1574,Female,0,No,Yes,8,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,83.16,6673.14,No
ID_1575,Male,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),58.26,7142.63,No
ID_1576,Male,1,Yes,No,3,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.1,247.28,Yes
ID_1577,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),57.0,535.18,No
ID_1578,Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.72,6194.32,No
ID_1579,Male,0,No,Yes,26,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.11,1681.22,Yes
ID_1580,Female,0,No,No,70,No,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),24.3,3707.53,No
ID_1581,Female,1,Yes,No,58,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,35.88,1614.79,No
ID_1582,Male,0,No,No,40,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,41.07,1553.31,Yes
ID_1583,Female,0,No,Yes,51,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,59.21,964.06,No
ID_1584,Female,0,No,Yes,5,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.54,5168.66,Yes
ID_1585,Female,0,No,Yes,32,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,90.83,6425.59,No
ID_1586,Male,0,Yes,Yes,1,Yes,No,No,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),44.3,511.42,No
ID_1587,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),23.99,2406.73,No
ID_1588,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23.82,5724.22,No
ID_1589,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.39,3418.61,Yes
ID_1590,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),22.07,6125.43,No
ID_1591,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),104.55,6598.27,No
ID_1592,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),88.32,298.66,No
ID_1593,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,118.34,3319.33,No
ID_1594,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),20.29,6337.52,No
ID_1595,Female,0,No,Yes,3,Yes,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,103.57,3298.15,Yes
ID_1596,Female,0,No,Yes,62,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),88.2,69.35,Yes
ID_1597,Male,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.6,2933.2,Yes
ID_1598,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,54.08,7581.21,No
ID_1599,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),56.11,8268.3,Yes
ID_1600,Female,0,Yes,Yes,61,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),103.23,4876.24,No
ID_1601,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),89.96,2673.72,No
ID_1602,Female,0,No,Yes,46,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.62,4057.71,No
ID_1603,Male,0,Yes,No,14,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),21.33,2065.74,Yes
ID_1604,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),36.77,1475.78,No
ID_1605,Male,0,No,Yes,48,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),114.99,4295.78,No
ID_1606,Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),63.91,6402.9,No
ID_1607,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.78,1946.68,No
ID_1608,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),57.38,7900.85,Yes
ID_1609,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.06,1476.66,Yes
ID_1610,Male,0,Yes,No,55,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),30.23,4857.99,No
ID_1611,Female,0,Yes,No,13,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.48,6746.94,No
ID_1612,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),65.1,1868.02,No
ID_1613,Male,0,Yes,Yes,56,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Mailed check,77.71,2587.79,No
ID_1614,Female,0,Yes,Yes,15,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,50.78,464.96,Yes
ID_1615,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.21,8199.06,No
ID_1616,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.08,4238.9,No
ID_1617,Male,0,No,Yes,35,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,111.55,576.08,No
ID_1618,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,26.79,7212.68,Yes
ID_1619,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.94,4952.74,No
ID_1620,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,109.21,497.9,No
ID_1621,Female,1,No,Yes,40,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),85.5,3926.27,Yes
ID_1622,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),85.7,3783.34,No
ID_1623,Female,1,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),21.02,1284.74,No
ID_1624,Female,0,No,No,59,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,112.49,3661.75,Yes
ID_1625,Male,1,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.82,2469.61,No
ID_1626,Male,0,Yes,No,27,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,95.06,6084.5,No
ID_1627,Male,0,Yes,Yes,47,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.9,66.39,No
ID_1628,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.35,940.65,No
ID_1629,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,57.91,7979.81,No
ID_1630,Male,0,Yes,Yes,44,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.56,3774.07,No
ID_1631,Male,0,Yes,Yes,18,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,96.36,1545.59,No
ID_1632,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.51,6892.9,Yes
ID_1633,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),79.51,7398.7,Yes
ID_1634,Male,0,Yes,Yes,20,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,40.17,1849.18,No
ID_1635,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.55,6202.86,Yes
ID_1636,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),83.3,5349.57,No
ID_1637,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,40.49,6475.46,No
ID_1638,Male,1,No,Yes,22,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.55,6846.73,No
ID_1639,Female,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),118.47,5746.47,No
ID_1640,Female,0,No,No,29,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.25,8305.38,No
